LUGAR,MUNICIPIO,CALLE,NÚMERO,NÚMERO INTERIOR,HORARIO,TIPO,ENTIDAD DE GOBIERNO,LATITUD,LONGITUD,INFORMACION COMPLEMENTARIA,FECHA ACTUALIZACIÓN
Oficina Recaudadora Foránea #067,San Cristobal de la Barranca,Juárez,13,A,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",21.044493,-103.428479," San Cristobal de la Barranca Juárez 13 A Centro 45250 (373) 7329114, 7329070 Lunes a viernes de 8:30 a 14:30 hrs. C. Juan José Solís Ocampo 21.044493-103.428479 Subsecretaría de Finanzas ",2013-06-26T15:59:57Z
Oficina Recaudadora Foránea #088,Teocuitatlán de Corona,Independencia,47,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.092405,-103.377523," Teocuitatlán de Corona Independencia 47 49250 (372) 4280300, 428035 Lunes a viernes de 8:30 a 14:30 hrs. C. Luis Gilberto González Villanueva 20.092405-103.377523 Subsecretaría de Finanzas ",2013-06-24T16:28:10Z
Oficina Recaudadora Foránea #066,Quitupan,Vallarta,1,A,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",19.927223,-102.876084," Quitupan Vallarta 1 A 49570 (382) 5750120 Lunes a viernes de 8:30 a 14:30 hrs. C. Alba Martínez Cervantes 19.927223-102.876084 Subsecretaría de Finanzas ",2013-06-24T16:10:51Z
Oficina Recaudadora Foránea #087,Teocaltiche,Vallarta,20,A,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",21.438159,-102.57587," Teocaltiche Vallarta 20 A 47200 (346) 7872032 Lunes a viernes de 8:30 a 14:30 hrs. C. Juan Martín Torres Tejeda 21.438159-102.57587 Subsecretaría de Finanzas ",2015-06-03T13:26:35Z
Oficina Recaudadora Foránea #064,Puerto Vallarta,Grandes Lagos,236,entre Carlos Longitud Barrios y Rí­o Pitillal,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","UNIRSE- Secretaría de Administración,Secretaría de Planeación\, Administración y Finanzas",20.648326,-105.226107," Puerto Vallarta Grandes Lagos 236 entre Carlos Longitud Barrios y Rí­o Pitillal 48300 (322) 2261807 2261800 2261806 Lunes a viernes de 8:30 a 14:30 hrs. C. Omar Espinoza González 20.648326-105.226107 UNIRSE- Secretaría de Administración ",2015-06-09T17:05:40Z
Oficina Recaudadora Foránea #086,Tenamaxtlán,Morelos,6,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.218585,-104.164317," Tenamaxtlán Morelos 6 48570 (349) 7750281, 7750610 Lunes a viernes de 8:30 a 14:30 hrs. Ing. Enrique Quintero Díaz 20.218585-104.164317 Subsecretaría de Finanzas ",2015-06-03T13:32:26Z
Oficina Recaudadora Foránea #063,Poncitlán,"Zaragoza ",76,2 (Unidad Admva. Municipal),Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",19.253442,-103.378811," Poncitlán Zaragoza 76 2 (Unidad Admva. Municipal) 45950 (391) 9210018 Lunes a viernes de 8:30 a 14:30 hrs. C. Rafael David Arias Castañeda 19.253442-103.378811 Subsecretaría de Finanzas ",2015-06-03T13:45:22Z
Oficina Recaudadora Foránea #062,Pihuamo,"Agustín Yáñez ",99,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",19.253442,-103.378811," Pihuamo Agustín Yáñez 99 Centro 49870 (312) 3960201 Lunes a viernes de 8:30 a 14:30 hrs. C. Francisco Javier Orozco Larios 19.253442-103.378811 Subsecretaría de Finanzas ",2015-06-02T21:43:36Z
"Secretaría de Trabajo y Previsión Social. Servicio Nacional del Empleo Jalisco. ",Guadalajara,"Paseo Degollado ",54,,Lunes a viernes 08:30 a 16:30 horas.,Oficina de Gobierno,Secretaría de Trabajo y Previsión Social,,," Guadalajara Paseo Degollado 54 44100 30 30 1000 Lunes a viernes 08:30 a 16:30 horas. Lic. Yolanda Salome Santiago Villela yolanda.santiago@jalisco.gob.mx Secretaría de Trabajo y Previsión Social ",2015-05-29T18:58:08Z
"Secretarí­a de Trabajo y Previsión Social, Procuradurí­a de la Defensa del Trabajo",,Obregón,384,,Lunes a viernes 08:00 a 16:00 horas.,,,,," Obregón 384 01 317 38 24 788 Lunes a viernes 08:00 a 16:00 horas. ",2015-05-29T19:02:16Z
"Secretarí­a de Trabajo y Previsión Social, Inspección del Trabajo",,Obregón,384,,Lunes a viernes 08:00 a 16:00 horas.,,,,," Obregón 384 01 317 38 24 788 Lunes a viernes 08:00 a 16:00 horas. ",2015-05-29T18:44:07Z
"Secretarí­a de Trabajo y Previsión Social, Procuradurí­a de la Defensa del Trabajo",Ocotlán,Francisco I. Madero,44,,Lunes a viernes 08:00 a 16:00 horas.,,,20.3394951,-102.78451519999999," Ocotlán Francisco I. Madero 44 01 392 92 33375 y 01 392 92 25372 Lunes a viernes 08:00 a 16:00 horas. 20.3394951-102.78451519999999 ",2015-05-29T19:00:51Z
"Secretarí­a de Trabajo y Previsión Social, Inspección del Trabajo",Lagos de Moreno,Pedro Moreno,321,,Lunes a viernes 08:00 a 16:00 horas.,,,,," Lagos de Moreno Pedro Moreno 321 01 474 74 26106 Lunes a viernes 08:00 a 16:00 horas. ",2015-05-29T18:43:42Z
"Secretarí­a de Trabajo y Previsión Social, Inspección del Trabajo",Zapotlán el Grande,Pascual Galindo y Ceballos,114,,Lunes a viernes 08:00 a 16:00 horas.,,,19.7039553,-103.46311000000003," Zapotlán el Grande Pascual Galindo y Ceballos 114 01 341 41 28575 Lunes a viernes 08:00 a 16:00 horas. 19.7039553-103.46311000000003 ",2015-05-29T18:45:34Z
"Secretarí­a de Trabajo y Previsión Social, Inspección del Trabajo",Ocotlán,Francisco I. Madero,44,,Lunes a viernes 08:00 a 16:00 horas.,,,,," Ocotlán Francisco I. Madero 44 01 392 92 25322 Lunes a viernes 08:00 a 16:00 horas. ",2015-05-29T18:44:35Z
"SEMADET | Delegación 06, Sur",Zapotlán el Grande,Colón,189,,Lunes a Viernes de 09:00 a 17:00 hrs.,Oficina de Gobierno,Secretaría de Medio Ambiente y Desarrollo Territorial,19.707825,-103.4620694," Zapotlán el Grande Colón 189 Centro 49000 (341) 412.4555 (341) 412.4555 Lunes a Viernes de 09:00 a 17:00 hrs. Lic. Francisco Javier Meza Cuadros francisco.meza@jalisco.gob.mx 19.707825-103.4620694 Secretaría de Medio Ambiente y Desarrollo Territorial ",2014-02-21T00:12:40Z
SEMADET | Red de Monitoreo,Guadalajara,Acatempan,2180,,Lunes a Viernes de 07:00 a 17:00 hrs.,Oficina de Gobierno,Secretaría de Medio Ambiente y Desarrollo Territorial,20.6956417,-103.3706583," Guadalajara Acatempan 2180 Chapultepec Country 44610 (33) 3030.8250, Ext. 56280/81/82 Lunes a Viernes de 07:00 a 17:00 hrs. Ing. Jorge Edgar Blanco Gomez jorgeedgar.blanco@jalisco.gob.mx 20.6956417-103.3706583 Secretaría de Medio Ambiente y Desarrollo Territorial ",2014-02-21T00:10:12Z
"SEMADET | Delegación 04, Ciénega",Ocotlán,Av. Universidad,950,,Lunes a Viernes de 09:00 a 17:00 hrs.,Oficina de Gobierno,Secretaría de Medio Ambiente y Desarrollo Territorial,20.3667083,-102.7706222," Ocotlán Av. Universidad 950 plaza san Felipe 47800 (392) 925.9484, Ext, 55906 y 55918 (392) 925.9484 Lunes a Viernes de 09:00 a 17:00 hrs. Lic. Joaquín Macías Martínez joaquin.macias@jalisco.gob.mx 20.3667083-102.7706222 Secretaría de Medio Ambiente y Desarrollo Territorial ",2014-02-21T00:12:03Z
"SEMADET | Delegación 03, Altos Sur",Tepatitlán de Morelos,General Juan Ibarra,149,,Lunes a Viernes de 09:00 a 17:00 hrs.,Oficina de Gobierno,Secretaría de Medio Ambiente y Desarrollo Territorial,20.8127972,-102.7559861," Tepatitlán de Morelos General Juan Ibarra 149 Centro 47600 (378) 781.5875 (378) 781.5875 Lunes a Viernes de 09:00 a 17:00 hrs. Ing. Ramiro Ramírez Avendaño ramiro.ramirez@jalisco.gob.mx 20.8127972-102.7559861 Secretaría de Medio Ambiente y Desarrollo Territorial ",2014-02-21T00:11:44Z
SEMADET | Centro Oficial de Medición (COM),Guadalajara,Enrique Dí­az de León Norte,1215,,Lunes a Viernes de 08:00 a 16:00 hrs.,Oficina de Gobierno,Secretaría de Medio Ambiente y Desarrollo Territorial,20.6981194,-103.3580667," Guadalajara Enrique Dí­az de León Norte 1215 Mezquitán Country 44260 (33) 3030.8250 Ext. 56290/91/92 Lunes a Viernes de 08:00 a 16:00 hrs. Ing. Gabriela Parés Osuna gabriela.pares@jalisco.gob.mx 20.6981194-103.3580667 Secretaría de Medio Ambiente y Desarrollo Territorial ",2014-02-20T23:53:34Z
Oficina Recaudadora Foránea #027,Chimaltitán,Vicente Guerrero,S/N,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",21.779507,-103.780831," Chimaltitán Vicente Guerrero S/N 46300 (437) 9525182 Lunes a viernes de 8:30 a 14:30 hrs. C. Luis Carlos Medina Guzmán 21.779507-103.780831 Subsecretaría de Finanzas ",2015-06-03T13:37:48Z
Oficina Recaudadora Foránea #026,Chapala,Degollado,306,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.292057,-103.192574," Chapala Degollado 306 45900 (376) 7652064 Lunes a viernes de 8:30 a 14:30 hrs. C. Moises Padilla Vázquez 20.292057-103.192574 Subsecretaría de Finanzas ",2015-06-03T13:43:49Z
Oficina Recaudadora Foránea #017,Casimiro Castillo,Carranza Silva,1,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",19.603448,-104.43581," Casimiro Castillo Carranza Silva 1 48930 (357) 3880054 Lunes a viernes de 8:30 a 14:30 hrs. C. Ismael Galindo García 19.603448-104.43581 Subsecretaría de Finanzas ",2015-06-03T13:29:40Z
Oficina Recaudadora Foránea #111,Cañadas de Obregón,Morelos,2,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",21.149594,-102.688683," Cañadas de Obregón Morelos 2 47360 (431) 4030136, 4030049 Lunes a viernes de 8:30 a 14:30 hrs. C. Alma Mireya Alvarado (Encargada) 21.149594-102.688683 Subsecretaría de Finanzas ",2013-06-24T16:38:58Z
Oficina Recaudadora Foránea #130,Bolaños,5 de Mayo,11,A,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",21.830588,-103.78093," Bolaños 5 de Mayo 11 A Centro 46130 (437) 9525183 Lunes a viernes de 8:30 a 14:30 hrs. C. Azucena Soriano Valdivia 21.830588-103.78093 Subsecretaría de Finanzas ",2013-06-26T16:43:19Z
Oficina Recaudadora Foránea #014,Ayotlán,Javier Mina,87,A,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.528165,-102.332969," Ayotlán Javier Mina 87 A 47930 (345) 9180192 Lunes a viernes de 8:30 a 14:30 hrs. C. María del Rosario Venegas Lumbreras 20.528165-102.332969 Subsecretaría de Finanzas ",2015-06-03T13:43:31Z
Oficina Recaudadora Foránea #007,Arandas,Francisco Mora,175,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.706435,-102.345269," Arandas Francisco Mora 175 47180 (348) 7830585 Lunes a viernes de 8:30 a 14:30 hrs. Lic. María Elena Hernández Ramírez 20.706435-102.345269 Subsecretaría de Finanzas ",2015-06-03T13:42:37Z
Oficina Recaudadora Foránea #006,Ameca,"Constitución ",22,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.547128,-104.044315," Ameca Constitución 22 46600 (375) 7581406, 7580522 Lunes a viernes de 8:30 a 14:30 hrs. C. José Guadalupe Lara Gutiérrez 20.547128-104.044315 Subsecretaría de Finanzas ",2015-06-03T13:34:24Z
Oficina Recaudadora Foránea #042,Jalostotitlán,Alfredo R. Plascencia,57 A,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",21.165288,-102.467803," Jalostotitlán Alfredo R. Plascencia 57 A 47120 (431) 7460307 Lunes a viernes de 8:30 a 14:30 hrs. C. Benjamín Vázquez López 21.165288-102.467803 Subsecretaría de Finanzas ",2015-06-03T13:24:25Z
Oficina Recaudadora Foránea #061,Ojuelos de Jalisco,Jesús Ibarra,8,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",21.865205,-101.593763," Ojuelos de Jalisco Jesús Ibarra 8 47540 (496) 8510040 Lunes a viernes de 8:30 a 14:30 hrs. C. Jorge Eloy Rojas Mora 21.865205-101.593763 Subsecretaría de Finanzas ",2015-06-03T13:59:30Z
Oficina Recaudadora Foránea #060,Ocotlán,"Avenida Universidad ",950,"UNIRSE\, Plaza San Felipe ",Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.36738,-102.771413," Ocotlán Avenida Universidad 950 UNIRSE, Plaza San Felipe 47800 (392) 9220182, 9225488 Lunes a viernes de 8:30 a 14:30 hrs. Lic. Oscar Humberto López Graciano 20.36738-102.771413 Subsecretaría de Finanzas ",2015-06-03T13:45:01Z
Dirección del Registro Estatal de los Servicios Publicos de Transito y Transporte,Guadalajara,Prolongacion Avenida Alcalde esquina Avenida Circunvalacion,1351,,Lunes a Viernes de 8:30 a 15:00 hrs.,,,,," Guadalajara Prolongacion Avenida Alcalde esquina Avenida Circunvalacion 1351 44290 38192422 Lunes a Viernes de 8:30 a 15:00 hrs. ",2013-04-23T20:55:49Z
Oficina Recaudadora Foránea #059,Mixtlán,Libertad,3,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.439198,-104.40902," Mixtlán Libertad 3 Centro 46850 (388) 7365386 Lunes a viernes de 8:30 a 14:30 hrs. C. Mayra Janette Gradilla Robles 20.439198-104.40902 Subsecretaría de Finanzas ",2014-07-28T20:44:55Z
Oficina Recaudadora Foránea #058,Mezquitic,Zaragoza,30,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",21.11649,-102.300053," Mezquitic Zaragoza 30 46040 (457) 9810378, 9810237 Lunes a viernes de 8:30 a 14:30 hrs. C. Carla Azucena Marcos López 21.11649-102.300053 Subsecretaría de Finanzas ",2015-06-03T13:40:21Z
Oficina Recaudadora Foránea #057,Mexticacán,Refugio Mendoza,90,entre Morelos y Rí­o Amazonas,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",21.264600484330156,-102.7769386768341," Mexticacán Refugio Mendoza 90 entre Morelos y Rí­o Amazonas 47340 (344) 7020191 Lunes a viernes de 8:30 a 14:30 hrs. C. Ma. Elena Miranda Larios 21.264600484330156-102.7769386768341 Subsecretaría de Finanzas ",2013-06-26T19:40:09Z
Oficina Recaudadora Foránea #091,Teuchitlán,Independencia,66,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.683386,-103.847457," Teuchitlán Independencia 66 46760 (384) 7330513 Lunes a viernes de 8:30 a 14:30 hrs. C. Claudia Margarita Amezcua Mariscal 20.683386-103.847457 Subsecretaría de Finanzas ",2013-06-24T16:31:19Z
Oficina Recaudadora Foránea #068,San Diego de Alejandrí­a,"Allende ",109,,Lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.992467,-101.99743," San Diego de Alejandrí­a Allende 109 47590 (395) 7260088, 7260234 Lunes a viernes de 8:30 a 14:30 hrs. C. Imelda Rocha Valádez 20.992467-101.99743 Subsecretaría de Finanzas ",2015-06-03T13:25:25Z
"Washington #626, Guadalajara",Guadalajara,Washington,626,,Lunes a Viernes de 09:00 a 15:00 hrs,,,20.6549504,-103.34716889999999," Guadalajara Washington 626 Lunes a Viernes de 09:00 a 15:00 hrs 20.6549504-103.34716889999999 ",2013-04-23T20:55:40Z
Oficinas de SAGARPA,,Oficinas de SAGARPA,,,Lunes a Viernes de 09:00 a 15:00 hrs,,,22.1171009,-103.26483680000001," Oficinas de SAGARPA Lunes a Viernes de 09:00 a 15:00 hrs 22.1171009-103.26483680000001 ",2013-04-23T20:55:40Z
"Presidente Masaryk #172, Col. Chapultepec Morales, Guadalajara",Guadalajara,"Presidente Masaryk ",172,Piso 3,Lunes a Viernes de 09:00 a 15:00 hrs,,,20.6088039,-103.3517612," Guadalajara Presidente Masaryk 172 Piso 3 Chapultepec Morales (33) 3002-6300 (33) 3002-6300 Lunes a Viernes de 09:00 a 15:00 hrs 20.6088039-103.3517612 ",2013-04-23T20:55:40Z
"Instituto de Estudios del Federalismo &quot;Prisciliano Sánchez&quot;- IEF ",Guadalajara,Juan Álvarez,2440,,Lunes a Viernes de 09:00 a 15:00 hrs,Oficina de Gobierno,"Instituto de Estudios del Federalismo Prisciliano Sánchez IEF,Organismos",20.685358,-103.37826," Guadalajara Juan Álvarez 2440 Ladrón de Guevara 44600 (01 33) 3030-1800 ext. 50200 Lunes a Viernes de 09:00 a 15:00 hrs Dr. Javier Hurtado javier.hurtado@jalisco.gob.mx 20.685358-103.37826 Instituto de Estudios del Federalismo Prisciliano Sánchez IEF ",2014-01-14T16:12:57Z
"Presidencias Municipales, Ayuntamientos y Asociaciones Ganaderas, Col. colonia",,"Presidencias Municipales\, Ayuntamientos y Asociaciones Ganaderas",,,Lunes a Viernes de 09:00 a 15:00 hrs,,,20.1540195,-103.914399," Presidencias Municipales, Ayuntamientos y Asociaciones Ganaderas colonia Lunes a Viernes de 09:00 a 15:00 hrs 20.1540195-103.914399 ",2013-04-23T20:55:40Z
Instituto Jalisciense del Emprendedor,Guadalajara,López Cotilla,1505,3er. Piso,Lunes a Viernes de 09:00 a 15:00 hrs,Oficina de Gobierno,"Secretaría de Desarrollo Económico,Instituto Jalisciense del Emprendedor,Organismos",20.673658,-103.3697651," Guadalajara López Cotilla 1505 3er. Piso Americana (33) 3585-6599 (33) 3585-6599 Lunes a Viernes de 09:00 a 15:00 hrs 20.673658-103.3697651 Secretaría de Desarrollo Económico Instituto Jalisciense del Emprendedor ",2015-05-26T19:00:55Z
Sria. de Promoción Económica,Guadalajara,López Cotilla,1505,3er. Piso,Lunes a Viernes de 09:00 a 15:00 hrs,,,20.673658,-103.3697651," Guadalajara López Cotilla 1505 3er. Piso Americana (33) 3678-2072 (33) 3678-2072 Lunes a Viernes de 09:00 a 15:00 hrs 20.673658-103.3697651 ",2013-04-23T20:55:40Z
"González Gallo #20, Col. Zona centro, Guadalajara",Guadalajara,González Gallo,20,,Lunes a Viernes de 09:00 a 15:00 hrs,,,20.6539911,-103.33956330000001," Guadalajara González Gallo 20 Zona centro (33) 3030-9099 (33) 3030-9099 Lunes a Viernes de 09:00 a 15:00 hrs 20.6539911-103.33956330000001 ",2013-04-23T20:55:40Z
"Chapultepec #140, Col. Americana, CP 44130, Guadalajara",Guadalajara,Chapultepec,"140 ",208,Lunes a Viernes de 09:00 a 15:00 hrs,,,20.689992,-103.33562719999998," Guadalajara Chapultepec 140 208 Americana, CP 44130 (33) 3616 1002 ext. 111 (33) 3616 1002 ext 111 Lunes a Viernes de 09:00 a 15:00 hrs 20.689992-103.33562719999998 ",2013-04-23T20:55:40Z
"Marcelino Garcia Barragan #285, Guadalajara",Guadalajara,Marcelino Garcia Barragan,"285 ",,Lunes a Viernes de 09:00 a 15:00 hrs,,,20.6632704,-103.33333249999998," Guadalajara Marcelino Garcia Barragan 285 Lunes a Viernes de 09:00 a 15:00 hrs 20.6632704-103.33333249999998 ",2013-04-23T20:55:40Z
Sria. de Promoción Económica,Guadalajara,"López Cotilla ",1505,,Lunes a Viernes de 09:00 a 15:00 hrs,,,20.673658,-103.3697651," Guadalajara López Cotilla 1505 Americana 30309073 30309073 Lunes a Viernes de 09:00 a 15:00 hrs 20.673658-103.3697651 ",2013-04-23T20:55:40Z
Palacio de Gobierno,Guadalajara,"Corona ",31,,Lunes a viernes de 8:00 a 21:00 hrs.,,Despacho del Gobernador,20.6762417,-103.34649719999999," Guadalajara Corona 31 Centro 44100 (33) 36138310 y 36481600 Lunes a viernes de 8:00 a 21:00 hrs. 20.6762417-103.34649719999999 Despacho del Gobernador ",2014-08-08T19:49:15Z
Secretarí­a de Turismo,Guadalajara,Morelos,102,,Lunes a Viernes de 09:00 a 14:00 hrs,,,20.6244306,-103.27430019999997," Guadalajara Morelos 102 Centro (Plaza Tapatía) 44100 (0133) 3668-16 00 (0133) 3668-16 86 Lunes a Viernes de 09:00 a 14:00 hrs 20.6244306-103.27430019999997 ",2013-04-23T20:55:40Z
